"lake_name","x_null","y_null","elev","area","depth","LID","region","geomorphic_type","max_depth","depth_measurement","data_quality","area_ha"
"Rotoehu",796.5248,-22.7,285.47,4533492.1,-17.5,"LID40188","Bay of Plenty","Volcanic",22.7,"Measured","Seasonal but Detailed",453.34921
"Rotoehu",796.5248,-22.7,284.97,4332980.61,-18,"LID40188","Bay of Plenty","Volcanic",22.7,"Measured","Seasonal but Detailed",433.298061
"Rotoehu",796.5248,-22.7,284.47,4071531.15,-18.5,"LID40188","Bay of Plenty","Volcanic",22.7,"Measured","Seasonal but Detailed",407.153115
"Rotoehu",796.5248,-22.7,283.97,3614563.65,-19,"LID40188","Bay of Plenty","Volcanic",22.7,"Measured","Seasonal but Detailed",361.456365
"Rotoehu",796.5248,-22.7,283.47,2929998.64,-19.5,"LID40188","Bay of Plenty","Volcanic",22.7,"Measured","Seasonal but Detailed",292.999864
"Rotoehu",796.5248,-22.7,282.97,2229276.75,-20,"LID40188","Bay of Plenty","Volcanic",22.7,"Measured","Seasonal but Detailed",222.927675
"Rotoehu",796.5248,-22.7,281.97,697672.32,-21,"LID40188","Bay of Plenty","Volcanic",22.7,"Measured","Seasonal but Detailed",69.767232
"Rotoehu",796.5248,-22.7,280.97,18495.52,-22,"LID40188","Bay of Plenty","Volcanic",22.7,"Measured","Seasonal but Detailed",1.849552
"Rotoehu",796.5248,-22.7,280.27,0,-22.7,"LID40188","Bay of Plenty","Volcanic",22.7,"Measured","Seasonal but Detailed",0
"Rotoiti (Bay of Plenty)",3382.428,-101.3,283.22,33824280,0,"LID54730","Bay of Plenty","Volcanic",101.3,"Measured","Seasonal but Detailed",3382.428
"Rotoiti (Bay of Plenty)",3382.428,-101.3,283.02,33824276.93,-0.2,"LID54730","Bay of Plenty","Volcanic",101.3,"Measured","Seasonal but Detailed",3382.427693
"Rotoiti (Bay of Plenty)",3382.428,-101.3,282.82,33824273.86,-0.4,"LID54730","Bay of Plenty","Volcanic",101.3,"Measured","Seasonal but Detailed",3382.427386
"Rotoiti (Bay of Plenty)",3382.428,-101.3,282.62,33824270.79,-0.6,"LID54730","Bay of Plenty","Volcanic",101.3,"Measured","Seasonal but Detailed",3382.427079
"Rotoiti (Bay of Plenty)",3382.428,-101.3,282.42,33824267.72,-0.8,"LID54730","Bay of Plenty","Volcanic",101.3,"Measured","Seasonal but Detailed",3382.426772
"Rotoiti (Bay of Plenty)",3382.428,-101.3,282.22,33824264.65,-1,"LID54730","Bay of Plenty","Volcanic",101.3,"Measured","Seasonal but Detailed",3382.426465
"Rotoiti (Bay of Plenty)",3382.428,-101.3,282.02,33824261.58,-1.2,"LID54730","Bay of Plenty","Volcanic",101.3,"Measured","Seasonal but Detailed",3382.426158
"Rotoiti (Bay of Plenty)",3382.428,-101.3,281.82,33798796.8,-1.4,"LID54730","Bay of Plenty","Volcanic",101.3,"Measured","Seasonal but Detailed",3379.87968
"Rotoiti (Bay of Plenty)",3382.428,-101.3,281.62,33746295.36,-1.6,"LID54730","Bay of Plenty","Volcanic",101.3,"Measured","Seasonal but Detailed",3374.629536
"Rotoiti (Bay of Plenty)",3382.428,-101.3,281.42,33693793.92,-1.8,"LID54730","Bay of Plenty","Volcanic",101.3,"Measured","Seasonal but Detailed",3369.379392
"Rotoiti (Bay of Plenty)",3382.428,-101.3,281.22,33641292.48,-2,"LID54730","Bay of Plenty","Volcanic",101.3,"Measured","Seasonal but Detailed",3364.129248
"Rotoiti (Bay of Plenty)",3382.428,-101.3,281.02,33588791.04,-2.2,"LID54730","Bay of Plenty","Volcanic",101.3,"Measured","Seasonal but Detailed",3358.879104
"Rotoiti (Bay of Plenty)",3382.428,-101.3,280.82,33536289.6,-2.4,"LID54730","Bay of Plenty","Volcanic",101.3,"Measured","Seasonal but Detailed",3353.62896
"Rotoiti (Bay of Plenty)",3382.428,-101.3,280.62,33483788.16,-2.6,"LID54730","Bay of Plenty","Volcanic",101.3,"Measured","Seasonal but Detailed",3348.378816
"Rotoiti (Bay of Plenty)",3382.428,-101.3,280.42,33431286.72,-2.8,"LID54730","Bay of Plenty","Volcanic",101.3,"Measured","Seasonal but Detailed",3343.128672
"Rotoiti (Bay of Plenty)",3382.428,-101.3,280.22,33378785.28,-3,"LID54730","Bay of Plenty","Volcanic",101.3,"Measured","Seasonal but Detailed",3337.878528
"Rotoiti (Bay of Plenty)",3382.428,-101.3,280.02,33326283.84,-3.2,"LID54730","Bay of Plenty","Volcanic",101.3,"Measured","Seasonal but Detailed",3332.628384
"Rotoiti (Bay of Plenty)",3382.428,-101.3,279.82,33273782.4,-3.4,"LID54730","Bay of Plenty","Volcanic",101.3,"Measured","Seasonal but Detailed",3327.37824
"Rotoiti (Bay of Plenty)",3382.428,-101.3,279.62,33221280.96,-3.6,"LID54730","Bay of Plenty","Volcanic",101.3,"Measured","Seasonal but Detailed",3322.128096
"Rotoiti (Bay of Plenty)",3382.428,-101.3,279.42,33168779.52,-3.8,"LID54730","Bay of Plenty","Volcanic",101.3,"Measured","Seasonal but Detailed",3316.877952
"Rotoiti (Bay of Plenty)",3382.428,-101.3,279.22,33116278.08,-4,"LID54730","Bay of Plenty","Volcanic",101.3,"Measured","Seasonal but Detailed",3311.627808
"Rotoiti (Bay of Plenty)",3382.428,-101.3,279.02,33063776.64,-4.2,"LID54730","Bay of Plenty","Volcanic",101.3,"Measured","Seasonal but Detailed",3306.377664
"Rotoiti (Bay of Plenty)",3382.428,-101.3,278.82,33011275.2,-4.4,"LID54730","Bay of Plenty","Volcanic",101.3,"Measured","Seasonal but Detailed",3301.12752
"Rotoiti (Bay of Plenty)",3382.428,-101.3,278.62,32958773.76,-4.6,"LID54730","Bay of Plenty","Volcanic",101.3,"Measured","Seasonal but Detailed",3295.877376
"Rotoiti (Bay of Plenty)",3382.428,-101.3,278.42,32906272.32,-4.8,"LID54730","Bay of Plenty","Volcanic",101.3,"Measured","Seasonal but Detailed",3290.627232
"Rotoiti (Bay of Plenty)",3382.428,-101.3,278.22,32853770.88,-5,"LID54730","Bay of Plenty","Volcanic",101.3,"Measured","Seasonal but Detailed",3285.377088
"Rotoiti (Bay of Plenty)",3382.428,-101.3,277.72,32722517.28,-5.5,"LID54730","Bay of Plenty","Volcanic",101.3,"Measured","Seasonal but Detailed",3272.251728
"Rotoiti (Bay of Plenty)",3382.428,-101.3,277.22,32591263.68,-6,"LID54730","Bay of Plenty","Volcanic",101.3,"Measured","Seasonal but Detailed",3259.126368
"Rotoiti (Bay of Plenty)",3382.428,-101.3,276.72,32383469.59,-6.5,"LID54730","Bay of Plenty","Volcanic",101.3,"Measured","Seasonal but Detailed",3238.346959
"Rotoiti (Bay of Plenty)",3382.428,-101.3,276.22,32057950.79,-7,"LID54730","Bay of Plenty","Volcanic",101.3,"Measured","Seasonal but Detailed",3205.795079
"Rotoiti (Bay of Plenty)",3382.428,-101.3,275.72,31732431.99,-7.5,"LID54730","Bay of Plenty","Volcanic",101.3,"Measured","Seasonal but Detailed",3173.243199
"Rotoiti (Bay of Plenty)",3382.428,-101.3,275.22,31406913.19,-8,"LID54730","Bay of Plenty","Volcanic",101.3,"Measured","Seasonal but Detailed",3140.691319
"Rotoiti (Bay of Plenty)",3382.428,-101.3,274.72,31081394.39,-8.5,"LID54730","Bay of Plenty","Volcanic",101.3,"Measured","Seasonal but Detailed",3108.139439
"Rotoiti (Bay of Plenty)",3382.428,-101.3,274.22,30755875.59,-9,"LID54730","Bay of Plenty","Volcanic",101.3,"Measured","Seasonal but Detailed",3075.587559
"Rotoiti (Bay of Plenty)",3382.428,-101.3,273.72,30430356.79,-9.5,"LID54730","Bay of Plenty","Volcanic",101.3,"Measured","Seasonal but Detailed",3043.035679
"Rotoiti (Bay of Plenty)",3382.428,-101.3,273.22,30104837.99,-10,"LID54730","Bay of Plenty","Volcanic",101.3,"Measured","Seasonal but Detailed",3010.483799
"Rotoiti (Bay of Plenty)",3382.428,-101.3,272.72,29779319.19,-10.5,"LID54730","Bay of Plenty","Volcanic",101.3,"Measured","Seasonal but Detailed",2977.931919
"Rotoiti (Bay of Plenty)",3382.428,-101.3,272.22,29453800.39,-11,"LID54730","Bay of Plenty","Volcanic",101.3,"Measured","Seasonal but Detailed",2945.380039
"Rotoiti (Bay of Plenty)",3382.428,-101.3,271.72,29135131.36,-11.5,"LID54730","Bay of Plenty","Volcanic",101.3,"Measured","Seasonal but Detailed",2913.513136
"Rotoiti (Bay of Plenty)",3382.428,-101.3,271.22,28826997.76,-12,"LID54730","Bay of Plenty","Volcanic",101.3,"Measured","Seasonal but Detailed",2882.699776
"Rotoiti (Bay of Plenty)",3382.428,-101.3,270.72,28518864.16,-12.5,"LID54730","Bay of Plenty","Volcanic",101.3,"Measured","Seasonal but Detailed",2851.886416
"Rotoiti (Bay of Plenty)",3382.428,-101.3,270.22,28210730.56,-13,"LID54730","Bay of Plenty","Volcanic",101.3,"Measured","Seasonal but Detailed",2821.073056
"Rotoiti (Bay of Plenty)",3382.428,-101.3,269.72,27902596.96,-13.5,"LID54730","Bay of Plenty","Volcanic",101.3,"Measured","Seasonal but Detailed",2790.259696
"Rotoiti (Bay of Plenty)",3382.428,-101.3,269.22,27594463.36,-14,"LID54730","Bay of Plenty","Volcanic",101.3,"Measured","Seasonal but Detailed",2759.446336
"Rotoiti (Bay of Plenty)",3382.428,-101.3,268.72,27286329.76,-14.5,"LID54730","Bay of Plenty","Volcanic",101.3,"Measured","Seasonal but Detailed",2728.632976
"Rotoiti (Bay of Plenty)",3382.428,-101.3,268.22,26978196.16,-15,"LID54730","Bay of Plenty","Volcanic",101.3,"Measured","Seasonal but Detailed",2697.819616
"Rotoiti (Bay of Plenty)",3382.428,-101.3,267.72,26670062.56,-15.5,"LID54730","Bay of Plenty","Volcanic",101.3,"Measured","Seasonal but Detailed",2667.006256
"Rotoiti (Bay of Plenty)",3382.428,-101.3,267.22,26361928.96,-16,"LID54730","Bay of Plenty","Volcanic",101.3,"Measured","Seasonal but Detailed",2636.192896
"Rotoiti (Bay of Plenty)",3382.428,-101.3,266.72,26104587.16,-16.5,"LID54730","Bay of Plenty","Volcanic",101.3,"Measured","Seasonal but Detailed",2610.458716
"Rotoiti (Bay of Plenty)",3382.428,-101.3,266.22,25925366.76,-17,"LID54730","Bay of Plenty","Volcanic",101.3,"Measured","Seasonal but Detailed",2592.536676
"Rotoiti (Bay of Plenty)",3382.428,-101.3,265.72,25746146.36,-17.5,"LID54730","Bay of Plenty","Volcanic",101.3,"Measured","Seasonal but Detailed",2574.614636
"Rotoiti (Bay of Plenty)",3382.428,-101.3,265.22,25566925.96,-18,"LID54730","Bay of Plenty","Volcanic",101.3,"Measured","Seasonal but Detailed",2556.692596
"Rotoiti (Bay of Plenty)",3382.428,-101.3,264.72,25387705.56,-18.5,"LID54730","Bay of Plenty","Volcanic",101.3,"Measured","Seasonal but Detailed",2538.770556
"Rotoiti (Bay of Plenty)",3382.428,-101.3,264.22,25208485.16,-19,"LID54730","Bay of Plenty","Volcanic",101.3,"Measured","Seasonal but Detailed",2520.848516
"Rotoiti (Bay of Plenty)",3382.428,-101.3,263.72,25029264.76,-19.5,"LID54730","Bay of Plenty","Volcanic",101.3,"Measured","Seasonal but Detailed",2502.926476
"Rotoiti (Bay of Plenty)",3382.428,-101.3,263.22,24850044.36,-20,"LID54730","Bay of Plenty","Volcanic",101.3,"Measured","Seasonal but Detailed",2485.004436
"Rotoiti (Bay of Plenty)",3382.428,-101.3,262.22,24491603.56,-21,"LID54730","Bay of Plenty","Volcanic",101.3,"Measured","Seasonal but Detailed",2449.160356
"Rotoiti (Bay of Plenty)",3382.428,-101.3,261.22,24104097.3,-22,"LID54730","Bay of Plenty","Volcanic",101.3,"Measured","Seasonal but Detailed",2410.40973
"Rotoiti (Bay of Plenty)",3382.428,-101.3,260.22,23703955.7,-23,"LID54730","Bay of Plenty","Volcanic",101.3,"Measured","Seasonal but Detailed",2370.39557
"Rotoiti (Bay of Plenty)",3382.428,-101.3,259.22,23303814.1,-24,"LID54730","Bay of Plenty","Volcanic",101.3,"Measured","Seasonal but Detailed",2330.38141
"Rotoiti (Bay of Plenty)",3382.428,-101.3,258.22,22903672.5,-25,"LID54730","Bay of Plenty","Volcanic",101.3,"Measured","Seasonal but Detailed",2290.36725
"Rotoiti (Bay of Plenty)",3382.428,-101.3,257.22,22503530.9,-26,"LID54730","Bay of Plenty","Volcanic",101.3,"Measured","Seasonal but Detailed",2250.35309
"Rotoiti (Bay of Plenty)",3382.428,-101.3,256.22,22189337.21,-27,"LID54730","Bay of Plenty","Volcanic",101.3,"Measured","Seasonal but Detailed",2218.933721
"Rotoiti (Bay of Plenty)",3382.428,-101.3,255.22,21912506.81,-28,"LID54730","Bay of Plenty","Volcanic",101.3,"Measured","Seasonal but Detailed",2191.250681
"Rotoiti (Bay of Plenty)",3382.428,-101.3,254.22,21635676.41,-29,"LID54730","Bay of Plenty","Volcanic",101.3,"Measured","Seasonal but Detailed",2163.567641
"Rotoiti (Bay of Plenty)",3382.428,-101.3,253.22,21358846.01,-30,"LID54730","Bay of Plenty","Volcanic",101.3,"Measured","Seasonal but Detailed",2135.884601
"Rotoiti (Bay of Plenty)",3382.428,-101.3,252.22,21082015.61,-31,"LID54730","Bay of Plenty","Volcanic",101.3,"Measured","Seasonal but Detailed",2108.201561
"Rotoiti (Bay of Plenty)",3382.428,-101.3,251.22,20623700.35,-32,"LID54730","Bay of Plenty","Volcanic",101.3,"Measured","Seasonal but Detailed",2062.370035
"Rotoiti (Bay of Plenty)",3382.428,-101.3,250.22,20086489.95,-33,"LID54730","Bay of Plenty","Volcanic",101.3,"Measured","Seasonal but Detailed",2008.648995
"Rotoiti (Bay of Plenty)",3382.428,-101.3,249.22,19549279.55,-34,"LID54730","Bay of Plenty","Volcanic",101.3,"Measured","Seasonal but Detailed",1954.927955
"Rotoiti (Bay of Plenty)",3382.428,-101.3,248.22,19012069.15,-35,"LID54730","Bay of Plenty","Volcanic",101.3,"Measured","Seasonal but Detailed",1901.206915
"Rotoiti (Bay of Plenty)",3382.428,-101.3,247.22,18474858.75,-36,"LID54730","Bay of Plenty","Volcanic",101.3,"Measured","Seasonal but Detailed",1847.485875
"Rotoiti (Bay of Plenty)",3382.428,-101.3,246.22,17759168.96,-37,"LID54730","Bay of Plenty","Volcanic",101.3,"Measured","Seasonal but Detailed",1775.916896
"Rotoiti (Bay of Plenty)",3382.428,-101.3,245.22,16965890.56,-38,"LID54730","Bay of Plenty","Volcanic",101.3,"Measured","Seasonal but Detailed",1696.589056
"Rotoiti (Bay of Plenty)",3382.428,-101.3,244.22,16172612.16,-39,"LID54730","Bay of Plenty","Volcanic",101.3,"Measured","Seasonal but Detailed",1617.261216
"Rotoiti (Bay of Plenty)",3382.428,-101.3,243.22,15379333.76,-40,"LID54730","Bay of Plenty","Volcanic",101.3,"Measured","Seasonal but Detailed",1537.933376
"Rotoiti (Bay of Plenty)",3382.428,-101.3,242.22,14586055.36,-41,"LID54730","Bay of Plenty","Volcanic",101.3,"Measured","Seasonal but Detailed",1458.605536
"Rotoiti (Bay of Plenty)",3382.428,-101.3,241.22,13776586.48,-42,"LID54730","Bay of Plenty","Volcanic",101.3,"Measured","Seasonal but Detailed",1377.658648
"Rotoiti (Bay of Plenty)",3382.428,-101.3,240.22,12960079.28,-43,"LID54730","Bay of Plenty","Volcanic",101.3,"Measured","Seasonal but Detailed",1296.007928
"Rotoiti (Bay of Plenty)",3382.428,-101.3,239.22,12143572.08,-44,"LID54730","Bay of Plenty","Volcanic",101.3,"Measured","Seasonal but Detailed",1214.357208
"Rotoiti (Bay of Plenty)",3382.428,-101.3,238.22,11327064.88,-45,"LID54730","Bay of Plenty","Volcanic",101.3,"Measured","Seasonal but Detailed",1132.706488
"Rotoiti (Bay of Plenty)",3382.428,-101.3,237.22,10510557.68,-46,"LID54730","Bay of Plenty","Volcanic",101.3,"Measured","Seasonal but Detailed",1051.055768
"Rotoiti (Bay of Plenty)",3382.428,-101.3,236.22,9872119.48,-47,"LID54730","Bay of Plenty","Volcanic",101.3,"Measured","Seasonal but Detailed",987.211948
"Rotoiti (Bay of Plenty)",3382.428,-101.3,235.22,9311091.48,-48,"LID54730","Bay of Plenty","Volcanic",101.3,"Measured","Seasonal but Detailed",931.109148
"Rotoiti (Bay of Plenty)",3382.428,-101.3,234.22,8750063.48,-49,"LID54730","Bay of Plenty","Volcanic",101.3,"Measured","Seasonal but Detailed",875.006348
"Rotoiti (Bay of Plenty)",3382.428,-101.3,233.22,8189035.48,-50,"LID54730","Bay of Plenty","Volcanic",101.3,"Measured","Seasonal but Detailed",818.903548
"Rotoiti (Bay of Plenty)",3382.428,-101.3,231.22,7039486.46,-52,"LID54730","Bay of Plenty","Volcanic",101.3,"Measured","Seasonal but Detailed",703.948646
"Rotoiti (Bay of Plenty)",3382.428,-101.3,229.22,5838540.86,-54,"LID54730","Bay of Plenty","Volcanic",101.3,"Measured","Seasonal but Detailed",583.854086
"Rotoiti (Bay of Plenty)",3382.428,-101.3,227.22,4637595.26,-56,"LID54730","Bay of Plenty","Volcanic",101.3,"Measured","Seasonal but Detailed",463.759526
"Rotoiti (Bay of Plenty)",3382.428,-101.3,225.22,3710945.95,-58,"LID54730","Bay of Plenty","Volcanic",101.3,"Measured","Seasonal but Detailed",371.094595
"Rotoiti (Bay of Plenty)",3382.428,-101.3,223.22,2833272.35,-60,"LID54730","Bay of Plenty","Volcanic",101.3,"Measured","Seasonal but Detailed",283.327235
"Rotoiti (Bay of Plenty)",3382.428,-101.3,221.22,2109599.51,-62,"LID54730","Bay of Plenty","Volcanic",101.3,"Measured","Seasonal but Detailed",210.959951
"Rotoiti (Bay of Plenty)",3382.428,-101.3,219.22,1673821.91,-64,"LID54730","Bay of Plenty","Volcanic",101.3,"Measured","Seasonal but Detailed",167.382191
"Rotoiti (Bay of Plenty)",3382.428,-101.3,217.22,1238044.31,-66,"LID54730","Bay of Plenty","Volcanic",101.3,"Measured","Seasonal but Detailed",123.804431
"Rotoiti (Bay of Plenty)",3382.428,-101.3,215.22,950307.56,-68,"LID54730","Bay of Plenty","Volcanic",101.3,"Measured","Seasonal but Detailed",95.030756
"Rotoiti (Bay of Plenty)",3382.428,-101.3,213.22,689003.56,-70,"LID54730","Bay of Plenty","Volcanic",101.3,"Measured","Seasonal but Detailed",68.900356
"Rotoiti (Bay of Plenty)",3382.428,-101.3,211.22,480302.98,-72,"LID54730","Bay of Plenty","Volcanic",101.3,"Measured","Seasonal but Detailed",48.030298
"Rotoiti (Bay of Plenty)",3382.428,-101.3,209.22,369941.38,-74,"LID54730","Bay of Plenty","Volcanic",101.3,"Measured","Seasonal but Detailed",36.994138
"Rotoiti (Bay of Plenty)",3382.428,-101.3,207.22,259579.78,-76,"LID54730","Bay of Plenty","Volcanic",101.3,"Measured","Seasonal but Detailed",25.957978
"Rotoiti (Bay of Plenty)",3382.428,-101.3,205.22,215148.67,-78,"LID54730","Bay of Plenty","Volcanic",101.3,"Measured","Seasonal but Detailed",21.514867
"Rotoiti (Bay of Plenty)",3382.428,-101.3,203.22,182489.47,-80,"LID54730","Bay of Plenty","Volcanic",101.3,"Measured","Seasonal but Detailed",18.248947
"Rotoiti (Bay of Plenty)",3382.428,-101.3,201.22,153713.4,-82,"LID54730","Bay of Plenty","Volcanic",101.3,"Measured","Seasonal but Detailed",15.37134
"Rotoiti (Bay of Plenty)",3382.428,-101.3,199.22,132196.6,-84,"LID54730","Bay of Plenty","Volcanic",101.3,"Measured","Seasonal but Detailed",13.21966
"Rotoiti (Bay of Plenty)",3382.428,-101.3,197.22,110679.8,-86,"LID54730","Bay of Plenty","Volcanic",101.3,"Measured","Seasonal but Detailed",11.06798
"Rotoiti (Bay of Plenty)",3382.428,-101.3,195.22,88340.29,-88,"LID54730","Bay of Plenty","Volcanic",101.3,"Measured","Seasonal but Detailed",8.834029
"Rotoiti (Bay of Plenty)",3382.428,-101.3,193.22,65853.89,-90,"LID54730","Bay of Plenty","Volcanic",101.3,"Measured","Seasonal but Detailed",6.585389
"Rotoiti (Bay of Plenty)",3382.428,-101.3,191.22,46556.4,-92,"LID54730","Bay of Plenty","Volcanic",101.3,"Measured","Seasonal but Detailed",4.65564
"Rotoiti (Bay of Plenty)",3382.428,-101.3,189.22,33220.4,-94,"LID54730","Bay of Plenty","Volcanic",101.3,"Measured","Seasonal but Detailed",3.32204
"Rotoiti (Bay of Plenty)",3382.428,-101.3,187.22,19884.4,-96,"LID54730","Bay of Plenty","Volcanic",101.3,"Measured","Seasonal but Detailed",1.98844
"Rotoiti (Bay of Plenty)",3382.428,-101.3,185.22,11800.96,-98,"LID54730","Bay of Plenty","Volcanic",101.3,"Measured","Seasonal but Detailed",1.180096
"Rotoiti (Bay of Plenty)",3382.428,-101.3,183.22,4655.36,-100,"LID54730","Bay of Plenty","Volcanic",101.3,"Measured","Seasonal but Detailed",0.465536
"Rotoiti (Bay of Plenty)",3382.428,-101.3,181.92,0,-101.3,"LID54730","Bay of Plenty","Volcanic",101.3,"Measured","Seasonal but Detailed",0
"Rotoma",1050.4404,-89.13,318.41,10504404,0,"LID40102","Bay of Plenty","Volcanic",89.13,"Measured","Seasonal but Detailed",1050.4404
"Rotoma",1050.4404,-89.13,318.21,10504399.74,-0.2,"LID40102","Bay of Plenty","Volcanic",89.13,"Measured","Seasonal but Detailed",1050.439974
"Rotoma",1050.4404,-89.13,318.01,10504398.94,-0.4,"LID40102","Bay of Plenty","Volcanic",89.13,"Measured","Seasonal but Detailed",1050.439894
"Rotoma",1050.4404,-89.13,317.81,10504398.14,-0.6,"LID40102","Bay of Plenty","Volcanic",89.13,"Measured","Seasonal but Detailed",1050.439814
"Rotoma",1050.4404,-89.13,317.61,10504397.34,-0.8,"LID40102","Bay of Plenty","Volcanic",89.13,"Measured","Seasonal but Detailed",1050.439734
"Rotoma",1050.4404,-89.13,317.41,10504396.54,-1,"LID40102","Bay of Plenty","Volcanic",89.13,"Measured","Seasonal but Detailed",1050.439654
"Rotoma",1050.4404,-89.13,317.21,10504395.47,-1.2,"LID40102","Bay of Plenty","Volcanic",89.13,"Measured","Seasonal but Detailed",1050.439547
"Rotoma",1050.4404,-89.13,317.01,10504393.87,-1.4,"LID40102","Bay of Plenty","Volcanic",89.13,"Measured","Seasonal but Detailed",1050.439387
"Rotoma",1050.4404,-89.13,316.81,10504392.27,-1.6,"LID40102","Bay of Plenty","Volcanic",89.13,"Measured","Seasonal but Detailed",1050.439227
"Rotoma",1050.4404,-89.13,316.61,10504390.67,-1.8,"LID40102","Bay of Plenty","Volcanic",89.13,"Measured","Seasonal but Detailed",1050.439067
"Rotoma",1050.4404,-89.13,316.41,10504389.07,-2,"LID40102","Bay of Plenty","Volcanic",89.13,"Measured","Seasonal but Detailed",1050.438907
"Rotoma",1050.4404,-89.13,316.21,10504382.46,-2.2,"LID40102","Bay of Plenty","Volcanic",89.13,"Measured","Seasonal but Detailed",1050.438246
"Rotoma",1050.4404,-89.13,316.01,10504365.66,-2.4,"LID40102","Bay of Plenty","Volcanic",89.13,"Measured","Seasonal but Detailed",1050.436566
"Rotoma",1050.4404,-89.13,315.81,10504348.86,-2.6,"LID40102","Bay of Plenty","Volcanic",89.13,"Measured","Seasonal but Detailed",1050.434886
"Rotoma",1050.4404,-89.13,315.61,10504332.06,-2.8,"LID40102","Bay of Plenty","Volcanic",89.13,"Measured","Seasonal but Detailed",1050.433206
"Rotoma",1050.4404,-89.13,315.41,10504315.26,-3,"LID40102","Bay of Plenty","Volcanic",89.13,"Measured","Seasonal but Detailed",1050.431526
"Rotoma",1050.4404,-89.13,315.21,10504274.96,-3.2,"LID40102","Bay of Plenty","Volcanic",89.13,"Measured","Seasonal but Detailed",1050.427496
"Rotoma",1050.4404,-89.13,315.01,10504186.96,-3.4,"LID40102","Bay of Plenty","Volcanic",89.13,"Measured","Seasonal but Detailed",1050.418696
"Rotoma",1050.4404,-89.13,314.81,10504098.96,-3.6,"LID40102","Bay of Plenty","Volcanic",89.13,"Measured","Seasonal but Detailed",1050.409896
"Rotoma",1050.4404,-89.13,314.61,10504010.96,-3.8,"LID40102","Bay of Plenty","Volcanic",89.13,"Measured","Seasonal but Detailed",1050.401096
"Rotoma",1050.4404,-89.13,314.41,10503922.96,-4,"LID40102","Bay of Plenty","Volcanic",89.13,"Measured","Seasonal but Detailed",1050.392296
"Rotoma",1050.4404,-89.13,314.21,10501657.75,-4.2,"LID40102","Bay of Plenty","Volcanic",89.13,"Measured","Seasonal but Detailed",1050.165775
"Rotoma",1050.4404,-89.13,314.01,10494972.15,-4.4,"LID40102","Bay of Plenty","Volcanic",89.13,"Measured","Seasonal but Detailed",1049.497215
"Rotoma",1050.4404,-89.13,313.81,10488286.55,-4.6,"LID40102","Bay of Plenty","Volcanic",89.13,"Measured","Seasonal but Detailed",1048.828655
"Rotoma",1050.4404,-89.13,313.61,10481600.95,-4.8,"LID40102","Bay of Plenty","Volcanic",89.13,"Measured","Seasonal but Detailed",1048.160095
"Rotoma",1050.4404,-89.13,313.41,10474915.35,-5,"LID40102","Bay of Plenty","Volcanic",89.13,"Measured","Seasonal but Detailed",1047.491535
"Rotoma",1050.4404,-89.13,312.91,10413782.13,-5.5,"LID40102","Bay of Plenty","Volcanic",89.13,"Measured","Seasonal but Detailed",1041.378213
"Rotoma",1050.4404,-89.13,312.41,10336386.13,-6,"LID40102","Bay of Plenty","Volcanic",89.13,"Measured","Seasonal but Detailed",1033.638613
"Rotoma",1050.4404,-89.13,311.91,10266272.06,-6.5,"LID40102","Bay of Plenty","Volcanic",89.13,"Measured","Seasonal but Detailed",1026.627206
"Rotoma",1050.4404,-89.13,311.41,10198824.06,-7,"LID40102","Bay of Plenty","Volcanic",89.13,"Measured","Seasonal but Detailed",1019.882406
"Rotoma",1050.4404,-89.13,310.91,10130582.58,-7.5,"LID40102","Bay of Plenty","Volcanic",89.13,"Measured","Seasonal but Detailed",1013.058258
"Rotoma",1050.4404,-89.13,310.41,10062050.58,-8,"LID40102","Bay of Plenty","Volcanic",89.13,"Measured","Seasonal but Detailed",1006.205058
"Rotoma",1050.4404,-89.13,309.91,9990349.02,-8.5,"LID40102","Bay of Plenty","Volcanic",89.13,"Measured","Seasonal but Detailed",999.034902
"Rotoma",1050.4404,-89.13,309.41,9917487.02,-9,"LID40102","Bay of Plenty","Volcanic",89.13,"Measured","Seasonal but Detailed",991.748702
"Rotoma",1050.4404,-89.13,308.91,9840045.62,-9.5,"LID40102","Bay of Plenty","Volcanic",89.13,"Measured","Seasonal but Detailed",984.004562
"Rotoma",1050.4404,-89.13,308.41,9760927.62,-10,"LID40102","Bay of Plenty","Volcanic",89.13,"Measured","Seasonal but Detailed",976.092762
"Rotoma",1050.4404,-89.13,307.91,9664948.74,-10.5,"LID40102","Bay of Plenty","Volcanic",89.13,"Measured","Seasonal but Detailed",966.494874
"Rotoma",1050.4404,-89.13,307.41,9562796.74,-11,"LID40102","Bay of Plenty","Volcanic",89.13,"Measured","Seasonal but Detailed",956.279674
"Rotoma",1050.4404,-89.13,306.91,9433067.37,-11.5,"LID40102","Bay of Plenty","Volcanic",89.13,"Measured","Seasonal but Detailed",943.306737
"Rotoma",1050.4404,-89.13,306.41,9293241.37,-12,"LID40102","Bay of Plenty","Volcanic",89.13,"Measured","Seasonal but Detailed",929.324137
"Rotoma",1050.4404,-89.13,305.91,9163372.03,-12.5,"LID40102","Bay of Plenty","Volcanic",89.13,"Measured","Seasonal but Detailed",916.337203
"Rotoma",1050.4404,-89.13,305.41,9037148.03,-13,"LID40102","Bay of Plenty","Volcanic",89.13,"Measured","Seasonal but Detailed",903.714803
