time      ,   ShortWave,    LongWave,     AirTemp,      RelHum,   WindSpeed,        Rain,        Snow,     AirPres
1980-02-07,     170.230,     383.232,      18.367,      80.589,       0.938,     0.00191,     0.00000, 96986.80000
1980-02-08,     306.387,     259.715,      18.253,      76.657,       2.040,     0.00152,     0.00000, 97189.20000
1980-02-09,     156.962,     392.518,      18.216,      85.575,       2.524,     0.00263,     0.00000, 96949.00000
1980-02-10,     283.433,     266.892,      14.709,      64.244,       4.343,     0.00251,     0.00000, 97179.30000
1980-02-11,     228.177,     315.044,      14.864,      56.423,       4.369,     0.00002,     0.00000, 97981.70000
1980-02-12,     199.899,     339.866,      15.224,      67.186,       5.719,     0.00171,     0.00000, 98215.20000
1980-02-13,      85.072,     415.347,      15.683,      90.671,       5.796,     0.01645,     0.00000, 97922.00000
1980-02-14,      87.324,     419.765,      16.448,      79.699,       5.220,     0.00326,     0.00000, 97854.50000
1980-02-15,     191.485,     348.538,      16.552,      71.403,       4.635,     0.00036,     0.00000, 97828.00000
1980-02-16,     224.426,     319.887,      17.420,      77.969,       4.780,     0.00120,     0.00000, 97538.10000
1980-02-17,     126.907,     406.510,      16.711,      82.241,       2.332,     0.00299,     0.00000, 97110.30000
1980-02-18,     230.920,     308.601,      16.876,      86.017,       0.171,     0.01138,     0.00000, 96852.80000
1980-02-19,     245.654,     295.687,      17.310,      79.075,       1.297,     0.01105,     0.00000, 96718.60000
1980-02-20,     152.014,     377.699,      16.071,      82.099,       5.333,     0.00152,     0.00000, 96244.90000
1980-02-21,     149.966,     375.471,      15.378,      82.602,       3.577,     0.00344,     0.00000, 96320.80000
1980-02-22,     173.786,     356.335,      16.283,      80.942,       4.648,     0.00800,     0.00000, 96078.90000
1980-02-23,     201.419,     321.687,      14.343,      70.360,       1.469,     0.00018,     0.00000, 96928.10000
1980-02-24,     150.500,     370.239,      15.037,      88.640,       4.489,     0.00676,     0.00000, 97146.20000
1980-02-25,     212.170,     307.438,      14.084,      80.024,       5.701,     0.00638,     0.00000, 96335.10000
1980-02-26,     194.803,     326.523,      14.906,      73.080,       5.246,     0.00126,     0.00000, 96412.90000
1980-02-27,     258.811,     264.387,      15.225,      73.334,       2.775,     0.00016,     0.00000, 96957.80000
1980-02-28,     172.098,     343.343,      14.395,      79.886,       1.263,     0.00153,     0.00000, 96822.20000
1980-02-29,      75.934,     405.837,      14.016,      97.832,       5.495,     0.02461,     0.00000, 96108.70000
1980-03-01,      73.248,     412.854,      15.249,      92.134,       4.117,     0.01346,     0.00000, 95495.50000
1980-03-02,     197.333,     323.217,      16.409,      76.159,       4.298,     0.00089,     0.00000, 96485.00000
1980-03-03,     218.326,     297.193,      15.523,      73.930,       4.295,     0.00061,     0.00000, 97164.90000
