time,flow
2010-06-30,0.789848996025369
2010-07-01,0.732942894993198
2010-07-02,0.674364239006673
2010-07-03,0.513722890465072
2010-07-04,0.80564255625036
2010-07-05,0.986350310301129
2010-07-06,1.00436395536367
2010-07-07,0.996623078021474
2010-07-08,0.986734787972946
2010-07-09,0.674693493249706
2010-07-10,0.494246325936892
2010-07-11,0.47821259823367
2010-07-12,0.488516034350874
2010-07-13,0.496077641334882
2010-07-14,0.502863952001266
2010-07-15,0.691910726518757
2010-07-16,0.966224670398566
2010-07-17,1.02229215653394
2010-07-18,1.02577525615514
2010-07-19,1.02826075466525
2010-07-20,0.906165901645734
2010-07-21,1.16564182810536
2010-07-22,1.2381231914962
2010-07-23,1.25049932661988
2010-07-24,1.24505918314424
2010-07-25,1.18332827558179
2010-07-26,0.684332571838033
2010-07-27,0.586019206197363
2010-07-28,0.577148004492043
2010-07-29,0.585264447048038
2010-07-30,0.597311330923902
2010-07-31,0.677716174382368
2010-08-01,0.965013569623606
2010-08-02,1.17688095265763
2010-08-03,1.88678097382705
2010-08-04,2.34202526129008
2010-08-05,2.23034276531493
2010-08-06,2.16656611093121
2010-08-07,2.31119039797878
2010-08-08,1.59883204047056
2010-08-09,1.12477845807679
2010-08-10,1.12151251445681
2010-08-11,0.868643500871356
2010-08-12,0.621203029522295
2010-08-13,1.81098392358627
2010-08-14,2.73498283502659
2010-08-15,2.84416197836225
2010-08-16,2.93626235787436
2010-08-17,2.95847110001951
2010-08-18,1.83553489154233
2010-08-19,1.04728898606304
2010-08-20,1.10078093140597
2010-08-21,1.03094678936996
2010-08-22,0.896930016460649
2010-08-23,0.827156689980675
2010-08-24,0.832431410246722
2010-08-25,0.993240222259893
2010-08-26,1.02786974489408
2010-08-27,1.11682590393531
2010-08-28,1.29344361918129
2010-08-29,1.2407140538823
2010-08-30,1.04893511176304
2010-08-31,1.02810392747476
2010-09-01,1.05001261470876
2010-09-02,1.00589669487403
2010-09-03,0.922957437035678
2010-09-04,0.786936566216692
2010-09-05,0.818072428881942
2010-09-06,0.878624328119828
2010-09-07,0.746903110295516
2010-09-08,1.57123658106735
2010-09-09,2.1454960373966
2010-09-10,2.30052384090373
2010-09-11,2.81862120768655
2010-09-12,2.89230869002282
2010-09-13,2.10524568221482
2010-09-14,1.6411479082297
2010-09-15,1.80892885259792
2010-09-16,1.65565317479206
2010-09-17,2.00980326323673
2010-09-18,2.22347115559666
2010-09-19,2.18526430697292
2010-09-20,1.90215424554538
2010-09-21,1.46228497694335
2010-09-22,1.13153105496284
2010-09-23,0.900585062420355
2010-09-24,0.918316041893086
2010-09-25,0.861558122663039
2010-09-26,0.769571472231669
2010-09-27,0.673751959871789
2010-09-28,0.654146906214944
2010-09-29,0.690514874139318
2010-09-30,0.919351062699398
2010-10-01,0.90205608398948
2010-10-02,0.899957383329623
2010-10-03,0.895857059201109
2010-10-04,0.781000706746419
2010-10-05,0.512295475202528
2010-10-06,0.521587074904405
2010-10-07,0.525305354540218
2010-10-08,0.618108468844895
2010-10-09,0.61334368656841
2010-10-10,0.666264400581701
2010-10-11,0.648661120749273
2010-10-12,0.885324889829596
2010-10-13,1.15511368939902
2010-10-14,1.35461662925262
2010-10-15,1.2955903888334
2010-10-16,1.37832312672704
2010-10-17,1.19241640270499
2010-10-18,0.821109363739448
2010-10-19,0.659089733285987
2010-10-20,0.670880446030394
2010-10-21,0.611209190096221
2010-10-22,0.554925260192569
2010-10-23,0.566477418479
2010-10-24,0.523662442651226
2010-10-25,0.505384914174892
2010-10-26,0.512836564153468
2010-10-27,0.536054916685345
2010-10-28,0.561844993901294
2010-10-29,0.567146980248682
2010-10-30,0.54700412918977
2010-10-31,0.522207574858056
2010-11-01,0.499354359185848
2010-11-02,0.493208731424228
2010-11-03,0.502969812443292
2010-11-04,0.690746318292695
2010-11-05,0.713363125502017
2010-11-06,0.712000280350775
2010-11-07,0.714770668925305
2010-11-08,0.726440841209084
2010-11-09,0.561424904380468
2010-11-10,0.551210341523634
2010-11-11,0.54718958334139
2010-11-12,0.508984099129245
2010-11-13,0.470321031776704
2010-11-14,0.485024589319483
2010-11-15,0.514512046465947
2010-11-16,0.518417945461753
2010-11-17,0.530483160482884
2010-11-18,0.540277346017899
2010-11-19,0.633855956668911
2010-11-20,0.826766870093963
2010-11-21,0.836418399278918
2010-11-22,0.976010284529313
2010-11-23,1.19079012788063
2010-11-24,1.07584279513728
2010-11-25,0.855114850498049
2010-11-26,0.847902229246053
2010-11-27,0.72410367140044
2010-11-28,0.528997053976118
2010-11-29,0.542928772309194
2010-11-30,0.545346891688788
2010-12-01,0.554377513775853
2010-12-02,0.548143386908431
2010-12-03,0.537814928154551
2010-12-04,0.516271249701803
2010-12-05,0.484429483548879
2010-12-06,0.460610014905677
2010-12-07,0.574521998938418
2010-12-08,0.718337209719886
2010-12-09,0.72349773194285
2010-12-10,0.734312857410604
2010-12-11,0.751075352251321
2010-12-12,0.660757119889353
2010-12-13,0.676232290369196
2010-12-14,0.929031199026083
2010-12-15,1.15506297214771
2010-12-16,1.42018203686904
2010-12-17,1.55565070108314
2010-12-18,2.20325269696815
2010-12-19,2.73931033459348
2010-12-20,2.58315603447971
2010-12-21,2.36404590084159
2010-12-22,2.19504716348938
2010-12-23,1.35507996349603
2010-12-24,0.543745650280881
2010-12-25,0.473014561985392
2010-12-26,0.434519418335079
2010-12-27,0.793301505418726
2010-12-28,1.00751231717673
2010-12-29,1.0338467542494
2010-12-30,1.04676513351757
2010-12-31,1.03014691702661
2011-01-01,0.675668338727988
2011-01-02,0.486471129421585
2011-01-03,0.48761430097539
2011-01-04,0.484329175275146
2011-01-05,0.526144278665225
2011-01-06,0.562592140724063
2011-01-07,0.561171423571665
2011-01-08,0.532683609304488
2011-01-09,0.519526751282978
2011-01-10,0.472056873699526
2011-01-11,0.425315435898122
2011-01-12,0.458787587384507
2011-01-13,0.57103229139591
2011-01-14,0.611338268269815
2011-01-15,0.609480606063542
2011-01-16,0.640787046329747
2011-01-17,0.984537025611621
2011-01-18,1.32998497796056
2011-01-19,1.28889622854933
2011-01-20,1.44390841024455
2011-01-21,1.91913666495746
2011-01-22,3.7623651500546
2011-01-23,4.23906584000818
2011-01-24,4.31489664544714
2011-01-25,4.1885274240066
2011-01-26,3.68410865154924
2011-01-27,1.7785228177685
2011-01-28,2.94277607105142
2011-01-29,2.86190724237808
2011-01-30,2.82969725592265
2011-01-31,2.83066270749856
2011-02-01,2.49967863201936
2011-02-02,0.43066086773718
2011-02-03,0.451076298175553
2011-02-04,0.46337788233561
2011-02-05,0.453716742585609
2011-02-06,0.463871074642246
2011-02-07,0.468857451458659
2011-02-08,0.472713719503293
2011-02-09,0.51650554480917
2011-02-10,0.636933432565964
2011-02-11,0.720181489639906
2011-02-12,0.715995194968993
2011-02-13,0.715872993114331
2011-02-14,0.66505252546005
2011-02-15,0.538596039517836
2011-02-16,0.448261989852789
2011-02-17,0.450157071776277
2011-02-18,0.515526090321341
2011-02-19,0.593777698054781
2011-02-20,0.630864523768073
2011-02-21,0.680975679698109
2011-02-22,0.714974649652932
2011-02-23,0.725661249032509
2011-02-24,0.703889925049119
2011-02-25,0.831234443806329
2011-02-26,0.944620777551451
2011-02-27,0.909979130825102
2011-02-28,0.881437137063694
2011-03-01,0.946605036493405
2011-03-02,0.899771269882526
2011-03-03,1.08930528538666
2011-03-04,1.71914045853671
2011-03-05,2.08372966619209
2011-03-06,1.96537482749038
